date,sales,store_id,product_id,price,promotion,holiday,weekday,month,year
02-01-2020,226.0,2,1,29.69,0,0,3,1,2020
02-01-2020,223.6,2,2,23.19,0,0,3,1,2020
02-01-2020,231.0,2,3,21.49,0,0,3,1,2020
02-01-2020,221.4,2,4,54.1,1,0,3,1,2020
02-01-2020,218.2,2,5,28.21,0,0,3,1,2020
02-01-2020,228.8,3,1,19.32,0,0,3,1,2020
02-01-2020,148.5,3,2,75.49,0,0,3,1,2020
02-01-2020,214.8,3,3,18.59,0,0,3,1,2020
02-01-2020,264.8,3,4,27.82,1,0,3,1,2020
02-01-2020,241.9,3,5,14.15,0,0,3,1,2020
02-01-2020,159.9,4,1,75.4,0,0,3,1,2020
02-01-2020,117.9,4,2,98.55,0,0,3,1,2020
02-01-2020,264.0,4,3,18.54,1,0,3,1,2020
02-01-2020,272.1,4,4,18.7,1,0,3,1,2020
02-01-2020,251.0,4,5,10.8,0,0,3,1,2020
02-01-2020,220.3,5,1,15.19,0,0,3,1,2020
02-01-2020,310.5,5,2,43.25,1,1,3,1,2020
02-01-2020,156.2,5,3,99.03,1,0,3,1,2020
02-01-2020,255.5,5,4,29.17,1,0,3,1,2020
02-01-2020,160.6,5,5,67.96,0,0,3,1,2020
02-01-2020,181.8,6,1,61.4,0,0,3,1,2020
02-01-2020,251.7,6,2,26.32,1,0,3,1,2020
02-01-2020,190.6,6,3,83.68,0,1,3,1,2020
02-01-2020,234.8,6,4,15.02,0,0,3,1,2020
02-01-2020,189.9,6,5,52.56,0,0,3,1,2020
02-01-2020,238.2,7,1,13.55,0,0,3,1,2020
02-01-2020,200.4,7,2,99.85,1,1,3,1,2020
02-01-2020,130.9,7,3,99.83,0,0,3,1,2020
02-01-2020,246.7,7,4,43.09,1,0,3,1,2020
02-01-2020,235.0,7,5,38.2,1,0,3,1,2020
02-01-2020,145.7,8,1,81.54,0,0,3,1,2020
02-01-2020,192.4,8,2,51.61,0,0,3,1,2020
02-01-2020,138.0,8,3,76.73,0,0,3,1,2020
02-01-2020,242.2,8,4,38.99,1,0,3,1,2020
02-01-2020,205.5,8,5,55.8,1,0,3,1,2020
02-01-2020,221.7,9,1,23.02,0,0,3,1,2020
02-01-2020,207.0,9,2,29.21,0,0,3,1,2020
02-01-2020,181.0,9,3,96.79,1,1,3,1,2020
02-01-2020,247.7,9,4,36.11,1,0,3,1,2020
02-01-2020,156.3,9,5,78.99,0,0,3,1,2020
02-01-2020,135.5,10,1,98.54,0,0,3,1,2020
02-01-2020,255.1,10,2,10.03,0,0,3,1,2020
02-01-2020,239.9,10,3,11.32,0,0,3,1,2020
02-01-2020,232.3,10,4,59.28,1,0,3,1,2020
02-01-2020,213.2,10,5,37.66,0,0,3,1,2020
03-01-2020,182.3,1,1,57.72,0,0,4,1,2020
03-01-2020,226.3,1,2,25.19,0,0,4,1,2020
03-01-2020,166.0,1,3,65.14,0,0,4,1,2020
03-01-2020,124.8,1,4,90.14,0,0,4,1,2020
03-01-2020,212.6,1,5,41.46,0,0,4,1,2020
03-01-2020,216.7,2,1,15.13,0,0,4,1,2020
03-01-2020,204.1,2,2,38.34,0,0,4,1,2020
03-01-2020,150.3,2,3,74.97,0,0,4,1,2020
03-01-2020,252.5,2,4,42.23,1,0,4,1,2020
03-01-2020,179.2,2,5,46.77,0,0,4,1,2020
03-01-2020,270.1,3,1,21.78,1,0,4,1,2020
03-01-2020,132.4,3,2,89.13,0,0,4,1,2020
03-01-2020,208.7,3,3,56.95,1,0,4,1,2020
03-01-2020,172.6,3,4,68.74,0,0,4,1,2020
03-01-2020,220.9,3,5,29.81,0,0,4,1,2020
03-01-2020,213.7,4,1,34.07,0,0,4,1,2020
03-01-2020,248.1,4,2,34.49,1,0,4,1,2020
03-01-2020,136.4,4,3,91.83,0,0,4,1,2020
03-01-2020,252.3,4,4,43.42,0,1,4,1,2020
03-01-2020,183.4,4,5,85.08,1,0,4,1,2020
03-01-2020,281.5,5,1,34.82,0,1,4,1,2020
03-01-2020,190.8,5,2,47.52,0,0,4,1,2020
03-01-2020,152.8,5,3,80.32,0,0,4,1,2020
03-01-2020,210.3,5,4,58.94,1,0,4,1,2020
03-01-2020,211.8,5,5,22.52,0,0,4,1,2020
03-01-2020,206.3,6,1,25.24,0,0,4,1,2020
03-01-2020,251.1,6,2,32.5,1,0,4,1,2020
03-01-2020,187.0,6,3,43.26,0,0,4,1,2020
03-01-2020,226.3,6,4,12.35,0,0,4,1,2020
03-01-2020,207.8,6,5,31.16,0,0,4,1,2020
03-01-2020,167.4,7,1,68.06,0,0,4,1,2020
03-01-2020,129.3,7,2,92.53,0,0,4,1,2020
03-01-2020,255.7,7,3,19.91,1,0,4,1,2020
03-01-2020,282.9,7,4,47.69,1,1,4,1,2020
03-01-2020,245.4,7,5,31.64,1,0,4,1,2020
03-01-2020,214.7,8,1,55.44,1,0,4,1,2020
03-01-2020,175.8,8,2,91.72,0,1,4,1,2020
03-01-2020,126.7,8,3,90.64,0,0,4,1,2020
03-01-2020,183.1,8,4,56.14,0,0,4,1,2020
03-01-2020,204.9,8,5,57.89,1,0,4,1,2020
03-01-2020,245.3,9,1,41.07,1,0,4,1,2020
03-01-2020,188.7,9,2,81.4,0,1,4,1,2020
03-01-2020,292.9,9,3,21.15,0,1,4,1,2020
03-01-2020,146.5,9,4,82.92,0,0,4,1,2020
03-01-2020,226.0,9,5,59.01,1,0,4,1,2020
03-01-2020,191.8,10,1,54.22,0,0,4,1,2020
03-01-2020,235.4,10,2,68.6,0,1,4,1,2020
03-01-2020,184.6,10,3,45.85,0,0,4,1,2020
03-01-2020,167.1,10,4,60.28,0,0,4,1,2020
03-01-2020,235.6,10,5,79.93,1,1,4,1,2020
04-01-2020,207.2,1,1,41.86,0,0,5,1,2020
04-01-2020,156.5,1,2,70.2,0,0,5,1,2020
04-01-2020,193.7,1,3,62.07,1,0,5,1,2020
04-01-2020,271.5,1,4,31.2,1,0,5,1,2020
04-01-2020,178.0,1,5,67.05,0,0,5,1,2020
04-01-2020,225.5,2,1,46.51,1,0,5,1,2020
04-01-2020,175.3,2,2,58.87,0,0,5,1,2020
04-01-2020,146.4,2,3,92.82,0,0,5,1,2020
04-01-2020,206.2,2,4,35.07,0,0,5,1,2020
04-01-2020,365.6,2,5,12.73,1,1,5,1,2020
04-01-2020,234.4,3,1,36.59,1,0,5,1,2020
04-01-2020,170.6,3,2,85.31,1,0,5,1,2020
04-01-2020,179.5,3,3,44.14,0,0,5,1,2020
04-01-2020,233.5,3,4,23.43,0,0,5,1,2020
04-01-2020,142.7,3,5,95.26,0,0,5,1,2020
04-01-2020,214.9,4,1,28.63,0,0,5,1,2020
04-01-2020,192.9,4,2,75.72,1,0,5,1,2020
04-01-2020,272.5,4,3,27.43,1,0,5,1,2020
04-01-2020,186.7,4,4,59.13,0,0,5,1,2020
04-01-2020,170.6,4,5,49.42,0,0,5,1,2020
04-01-2020,238.4,5,1,51.08,1,0,5,1,2020
04-01-2020,143.1,5,2,86.13,0,0,5,1,2020
04-01-2020,294.1,5,3,40.42,1,1,5,1,2020
04-01-2020,296.9,5,4,16.97,0,1,5,1,2020
04-01-2020,124.8,5,5,89.74,0,0,5,1,2020
04-01-2020,236.7,6,1,16,0,0,5,1,2020
04-01-2020,190.4,6,2,50.58,0,0,5,1,2020
04-01-2020,204.8,6,3,28.61,0,0,5,1,2020
04-01-2020,145.7,6,4,96.31,1,0,5,1,2020
04-01-2020,235.3,6,5,15.83,0,0,5,1,2020
04-01-2020,167.2,7,1,65.39,0,0,5,1,2020
04-01-2020,141.7,7,2,78.37,0,0,5,1,2020
04-01-2020,181.0,7,3,49.58,0,0,5,1,2020
04-01-2020,300.9,7,4,46.79,1,1,5,1,2020
04-01-2020,164.3,7,5,73.5,0,0,5,1,2020
04-01-2020,241.8,8,1,12.61,0,0,5,1,2020
04-01-2020,121.2,8,2,90.91,0,0,5,1,2020
04-01-2020,214.9,8,3,39.03,0,0,5,1,2020
04-01-2020,160.1,8,4,76.55,0,0,5,1,2020
04-01-2020,223.5,8,5,23.66,0,0,5,1,2020
04-01-2020,217.9,9,1,12.79,0,0,5,1,2020
04-01-2020,203.0,9,2,39.26,0,0,5,1,2020
04-01-2020,212.8,9,3,24.56,0,0,5,1,2020
04-01-2020,216.7,9,4,17.98,0,0,5,1,2020
04-01-2020,169.1,9,5,64.68,0,0,5,1,2020
04-01-2020,147.7,10,1,93.65,0,0,5,1,2020
04-01-2020,172.3,10,2,53.88,0,0,5,1,2020
04-01-2020,196.4,10,3,41.33,0,0,5,1,2020
04-01-2020,179.3,10,4,45.35,0,0,5,1,2020
04-01-2020,219.7,10,5,28.73,0,0,5,1,2020
05-01-2020,174.2,1,1,55.87,0,0,6,1,2020
05-01-2020,150.1,1,2,73.02,0,0,6,1,2020
05-01-2020,203.3,1,3,39.49,0,0,6,1,2020
05-01-2020,203.7,1,4,36.6,0,0,6,1,2020
05-01-2020,208.2,1,5,57.36,1,0,6,1,2020
05-01-2020,244.3,2,1,10.6,0,0,6,1,2020
05-01-2020,258.7,2,2,16.42,1,0,6,1,2020
05-01-2020,257.5,2,3,31.94,1,0,6,1,2020
05-01-2020,203.8,2,4,23.97,0,0,6,1,2020
05-01-2020,200.2,2,5,40.24,0,0,6,1,2020
05-01-2020,148.6,3,1,80.6,0,0,6,1,2020
05-01-2020,142.8,3,2,76.1,0,0,6,1,2020
05-01-2020,149.2,3,3,88.73,0,0,6,1,2020
05-01-2020,199.5,3,4,35.77,0,0,6,1,2020
05-01-2020,146.3,3,5,86.02,1,0,6,1,2020
05-01-2020,198.5,4,1,72.94,0,1,6,1,2020
05-01-2020,291.3,4,2,52.5,1,1,6,1,2020
05-01-2020,255.8,4,3,25.44,1,0,6,1,2020
05-01-2020,248.3,4,4,10.74,0,0,6,1,2020
05-01-2020,208.2,4,5,35.49,0,0,6,1,2020
05-01-2020,197.1,5,1,45.5,0,0,6,1,2020
05-01-2020,134.6,5,2,88.95,0,0,6,1,2020
05-01-2020,190.1,5,3,57.52,0,0,6,1,2020
05-01-2020,123.7,5,4,97.77,0,0,6,1,2020
05-01-2020,155.1,5,5,76.08,0,0,6,1,2020
05-01-2020,218.7,6,1,38.47,0,0,6,1,2020
05-01-2020,172.9,6,2,63.55,0,0,6,1,2020
05-01-2020,305.6,6,3,16.7,0,1,6,1,2020
05-01-2020,211.9,6,4,33.19,0,0,6,1,2020
05-01-2020,137.8,6,5,86.44,0,0,6,1,2020
05-01-2020,275.7,7,1,13.11,1,0,6,1,2020
05-01-2020,190.6,7,2,40.71,0,0,6,1,2020
05-01-2020,215.8,7,3,31.2,0,0,6,1,2020
05-01-2020,130.7,7,4,98.07,0,0,6,1,2020
05-01-2020,190.0,7,5,45.83,0,0,6,1,2020
05-01-2020,176.2,8,1,75.98,1,0,6,1,2020
05-01-2020,171.2,8,2,70.03,0,0,6,1,2020
05-01-2020,151.8,8,3,89.41,0,0,6,1,2020
05-01-2020,140.7,8,4,73.24,0,0,6,1,2020
05-01-2020,317.4,8,5,13.87,0,1,6,1,2020
05-01-2020,245.3,9,1,23.31,0,0,6,1,2020
05-01-2020,139.8,9,2,89.19,0,0,6,1,2020
05-01-2020,262.6,9,3,28.17,1,0,6,1,2020
05-01-2020,178.1,9,4,82.73,1,0,6,1,2020
05-01-2020,162.2,9,5,83.02,0,0,6,1,2020
05-01-2020,341.1,10,1,22.48,1,1,6,1,2020
05-01-2020,206.4,10,2,35.33,0,0,6,1,2020
05-01-2020,227.0,10,3,27.16,0,0,6,1,2020
05-01-2020,190.2,10,4,39.74,0,0,6,1,2020
05-01-2020,245.5,10,5,38.76,0,1,6,1,2020
06-01-2020,186.4,1,1,48.19,0,0,0,1,2020
06-01-2020,149.7,1,2,93.57,0,0,0,1,2020
06-01-2020,159.2,1,3,51.09,0,0,0,1,2020
06-01-2020,226.0,1,4,48.94,1,0,0,1,2020
06-01-2020,146.5,1,5,80.62,0,0,0,1,2020
06-01-2020,208.7,2,1,64.77,0,1,0,1,2020
06-01-2020,203.3,2,2,37.44,0,0,0,1,2020
06-01-2020,236.8,2,3,10.4,0,0,0,1,2020
06-01-2020,152.1,2,4,78.09,0,0,0,1,2020
06-01-2020,128.3,2,5,93.01,0,0,0,1,2020
06-01-2020,257.3,3,1,10.78,1,0,0,1,2020
06-01-2020,144.1,3,2,93.45,0,0,0,1,2020
06-01-2020,211.6,3,3,19.45,0,0,0,1,2020
06-01-2020,128.0,3,4,91.41,0,0,0,1,2020
06-01-2020,177.8,3,5,65.23,0,0,0,1,2020
06-01-2020,202.6,4,1,48.12,0,0,0,1,2020
06-01-2020,148.6,4,2,76.92,0,0,0,1,2020
06-01-2020,179.5,4,3,60.31,0,0,0,1,2020
06-01-2020,138.7,4,4,94.69,0,0,0,1,2020
06-01-2020,168.7,4,5,90.51,1,0,0,1,2020
06-01-2020,230.6,5,1,20.23,0,0,0,1,2020
06-01-2020,201.4,5,2,36.4,0,0,0,1,2020
06-01-2020,204.6,5,3,38.93,0,0,0,1,2020
06-01-2020,213.7,5,4,19.05,0,0,0,1,2020
06-01-2020,263.8,5,5,19.45,1,0,0,1,2020
06-01-2020,148.3,6,1,70.08,0,0,0,1,2020
06-01-2020,146.1,6,2,66.48,0,0,0,1,2020
06-01-2020,240.4,6,3,62.48,0,1,0,1,2020
06-01-2020,216.9,6,4,55.13,1,0,0,1,2020
06-01-2020,226.7,6,5,56.25,1,0,0,1,2020
06-01-2020,161.9,7,1,72.94,0,0,0,1,2020
06-01-2020,126.8,7,2,84.84,0,0,0,1,2020
06-01-2020,200.5,7,3,39.71,0,0,0,1,2020
06-01-2020,205.2,7,4,38.65,0,0,0,1,2020
06-01-2020,253.8,7,5,45.04,0,1,0,1,2020
06-01-2020,182.9,8,1,45.89,0,0,0,1,2020
06-01-2020,180.8,8,2,57.38,0,0,0,1,2020
06-01-2020,172.3,8,3,70.01,0,0,0,1,2020
06-01-2020,195.1,8,4,68.59,0,1,0,1,2020
06-01-2020,134.4,8,5,82.25,0,0,0,1,2020
06-01-2020,232.6,9,1,15.38,0,0,0,1,2020
06-01-2020,212.4,9,2,24,0,0,0,1,2020
06-01-2020,157.8,9,3,65.96,0,0,0,1,2020
06-01-2020,247.8,9,4,10.17,0,0,0,1,2020
06-01-2020,187.3,9,5,79.43,0,1,0,1,2020
06-01-2020,164.7,10,1,73.85,0,0,0,1,2020
06-01-2020,260.4,10,2,12.19,0,0,0,1,2020
06-01-2020,139.1,10,3,87.92,0,0,0,1,2020
06-01-2020,217.9,10,4,25.42,0,0,0,1,2020
06-01-2020,154.7,10,5,90.38,0,0,0,1,2020
07-01-2020,177.7,1,1,62.88,0,0,1,1,2020
07-01-2020,227.6,1,2,25.68,0,0,1,1,2020
07-01-2020,184.0,1,3,52.19,0,0,1,1,2020
07-01-2020,134.4,1,4,97.46,0,0,1,1,2020
07-01-2020,248.2,1,5,38.29,1,0,1,1,2020
07-01-2020,171.6,2,1,71.38,0,0,1,1,2020
07-01-2020,224.0,2,2,24.23,0,0,1,1,2020
07-01-2020,194.3,2,3,46.21,0,0,1,1,2020
07-01-2020,170.7,2,4,78.98,1,0,1,1,2020
07-01-2020,358.5,2,5,21.57,1,1,1,1,2020
07-01-2020,260.7,3,1,26.37,1,0,1,1,2020
07-01-2020,144.6,3,2,84.55,0,0,1,1,2020
07-01-2020,138.5,3,3,85.7,0,0,1,1,2020
07-01-2020,205.2,3,4,33.36,0,0,1,1,2020
07-01-2020,202.8,3,5,36.24,0,0,1,1,2020
07-01-2020,163.8,4,1,65.42,0,0,1,1,2020
07-01-2020,134.3,4,2,94.7,0,0,1,1,2020
07-01-2020,200.8,4,3,46.46,0,0,1,1,2020
07-01-2020,238.2,4,4,41.73,1,0,1,1,2020
07-01-2020,174.5,4,5,90.78,1,0,1,1,2020
07-01-2020,185.9,5,1,72.59,1,0,1,1,2020
07-01-2020,250.0,5,2,11.3,0,0,1,1,2020
07-01-2020,286.1,5,3,50.99,1,1,1,1,2020
07-01-2020,160.2,5,4,83.45,0,0,1,1,2020
07-01-2020,139.4,5,5,77.71,0,0,1,1,2020
07-01-2020,158.5,6,1,65.84,0,0,1,1,2020
07-01-2020,175.4,6,2,59.38,0,0,1,1,2020
07-01-2020,214.0,6,3,30.65,0,0,1,1,2020
07-01-2020,243.5,6,4,56.2,0,1,1,1,2020
07-01-2020,164.1,6,5,89.17,1,0,1,1,2020
07-01-2020,220.3,7,1,25.12,0,0,1,1,2020
07-01-2020,204.1,7,2,40.64,0,0,1,1,2020
07-01-2020,159.2,7,3,67.66,0,0,1,1,2020
07-01-2020,264.2,7,4,20.16,1,0,1,1,2020
07-01-2020,185.3,7,5,94.73,0,1,1,1,2020
07-01-2020,188.9,8,1,44.29,0,0,1,1,2020
07-01-2020,247.3,8,2,36.47,1,0,1,1,2020
07-01-2020,172.6,8,3,49.8,0,0,1,1,2020
07-01-2020,175.2,8,4,54.95,0,0,1,1,2020
07-01-2020,276.3,8,5,56.33,1,1,1,1,2020
07-01-2020,219.6,9,1,57.97,1,0,1,1,2020
07-01-2020,250.8,9,2,15.47,0,0,1,1,2020
07-01-2020,167.4,9,3,65.78,0,0,1,1,2020
07-01-2020,187.2,9,4,64.58,0,0,1,1,2020
07-01-2020,203.0,9,5,37.48,0,0,1,1,2020
07-01-2020,238.2,10,1,18.93,0,0,1,1,2020
07-01-2020,176.4,10,2,86.93,1,0,1,1,2020
07-01-2020,200.0,10,3,54.78,0,0,1,1,2020
07-01-2020,197.8,10,4,73.58,1,0,1,1,2020
07-01-2020,157.7,10,5,77.9,0,0,1,1,2020
08-01-2020,157.0,1,1,73.07,0,0,2,1,2020
08-01-2020,137.1,1,2,91.47,0,0,2,1,2020
08-01-2020,197.4,1,3,42.32,0,0,2,1,2020
08-01-2020,182.2,1,4,64.45,0,0,2,1,2020
08-01-2020,271.7,1,5,24.44,0,1,2,1,2020
08-01-2020,236.0,2,1,17.18,0,0,2,1,2020
08-01-2020,241.0,2,2,40.97,1,0,2,1,2020
08-01-2020,229.1,2,3,57.78,1,0,2,1,2020
08-01-2020,299.1,2,4,13.17,0,1,2,1,2020
08-01-2020,195.2,2,5,45.38,0,0,2,1,2020
08-01-2020,146.0,3,1,92.79,0,0,2,1,2020
08-01-2020,135.2,3,2,79.63,0,0,2,1,2020
08-01-2020,352.3,3,3,16.49,1,1,2,1,2020
08-01-2020,207.0,3,4,64.49,1,0,2,1,2020
08-01-2020,241.6,3,5,19.28,0,0,2,1,2020
08-01-2020,227.6,4,1,17.39,0,0,2,1,2020
08-01-2020,293.5,4,2,10.45,0,1,2,1,2020
08-01-2020,158.0,4,3,56.04,0,0,2,1,2020
08-01-2020,168.8,4,4,66.89,0,0,2,1,2020
08-01-2020,162.0,4,5,65.9,0,0,2,1,2020
08-01-2020,173.0,5,1,88.98,1,0,2,1,2020
08-01-2020,149.9,5,2,79.3,0,0,2,1,2020
08-01-2020,191.4,5,3,46.49,0,0,2,1,2020
08-01-2020,157.1,5,4,96.9,1,0,2,1,2020
08-01-2020,136.5,5,5,80.8,0,0,2,1,2020
08-01-2020,273.2,6,1,27.5,1,0,2,1,2020
08-01-2020,288.1,6,2,10.23,1,0,2,1,2020
08-01-2020,267.6,6,3,24.67,1,0,2,1,2020
08-01-2020,192.1,6,4,73.24,1,0,2,1,2020
08-01-2020,239.9,6,5,44.78,1,0,2,1,2020
08-01-2020,123.0,7,1,96.15,0,0,2,1,2020
08-01-2020,209.5,7,2,46.83,0,0,2,1,2020
08-01-2020,201.9,7,3,45.18,0,0,2,1,2020
08-01-2020,166.7,7,4,61.43,0,0,2,1,2020
08-01-2020,203.9,7,5,33.23,0,0,2,1,2020
08-01-2020,140.9,8,1,67.89,0,0,2,1,2020
08-01-2020,131.6,8,2,86.95,0,0,2,1,2020
08-01-2020,267.5,8,3,35.12,0,1,2,1,2020
08-01-2020,246.4,8,4,14.92,0,0,2,1,2020
08-01-2020,144.6,8,5,91.32,0,0,2,1,2020
08-01-2020,201.5,9,1,36.82,0,0,2,1,2020
08-01-2020,211.0,9,2,25.77,0,0,2,1,2020
08-01-2020,180.6,9,3,69.92,0,0,2,1,2020
08-01-2020,235.1,9,4,47.51,1,0,2,1,2020
08-01-2020,158.6,9,5,84.32,0,0,2,1,2020
08-01-2020,179.7,10,1,95.12,0,1,2,1,2020
08-01-2020,139.2,10,2,94.23,0,0,2,1,2020
08-01-2020,162.8,10,3,94.12,1,0,2,1,2020
08-01-2020,212.5,10,4,40.56,0,0,2,1,2020
08-01-2020,136.5,10,5,92.42,0,0,2,1,2020
09-01-2020,124.3,1,1,95.37,0,0,3,1,2020
09-01-2020,230.9,1,2,42.84,1,0,3,1,2020
09-01-2020,204.6,1,3,67.09,1,0,3,1,2020
09-01-2020,220.5,1,4,19.04,0,0,3,1,2020
09-01-2020,217.5,1,5,26.27,0,0,3,1,2020
09-01-2020,197.4,2,1,43.05,0,0,3,1,2020
09-01-2020,160.1,2,2,69.88,0,0,3,1,2020
09-01-2020,148.3,2,3,90.03,1,0,3,1,2020
09-01-2020,230.8,2,4,37.94,1,0,3,1,2020
09-01-2020,167.3,2,5,78.71,1,0,3,1,2020
09-01-2020,273.7,3,1,28.73,1,0,3,1,2020
09-01-2020,161.1,3,2,67.46,0,0,3,1,2020
09-01-2020,247.4,3,3,39.41,1,0,3,1,2020
09-01-2020,238.8,3,4,30.28,1,0,3,1,2020
09-01-2020,184.1,3,5,47.71,0,0,3,1,2020
09-01-2020,348.7,4,1,23.19,1,1,3,1,2020
09-01-2020,159.9,4,2,71.87,0,0,3,1,2020
09-01-2020,166.7,4,3,76.01,0,0,3,1,2020
09-01-2020,245.2,4,4,13.01,0,0,3,1,2020
09-01-2020,193.5,4,5,31.27,0,0,3,1,2020
09-01-2020,210.3,5,1,51.2,1,0,3,1,2020
09-01-2020,273.9,5,2,25.14,1,0,3,1,2020
09-01-2020,161.4,5,3,92.93,1,0,3,1,2020
09-01-2020,168.3,5,4,55.11,0,0,3,1,2020
09-01-2020,149.1,5,5,92.73,0,0,3,1,2020
09-01-2020,136.1,6,1,97.96,0,0,3,1,2020
09-01-2020,233.1,6,2,10.95,0,0,3,1,2020
09-01-2020,174.6,6,3,97.46,1,0,3,1,2020
09-01-2020,158.4,6,4,71.22,0,0,3,1,2020
09-01-2020,170.8,6,5,61.82,0,0,3,1,2020
09-01-2020,232.5,7,1,61.44,0,1,3,1,2020
09-01-2020,144.0,7,2,84.15,0,0,3,1,2020
09-01-2020,223.5,7,3,28.54,0,0,3,1,2020
09-01-2020,218.1,7,4,28.27,0,0,3,1,2020
09-01-2020,219.2,7,5,33.49,0,0,3,1,2020
09-01-2020,120.7,8,1,95.16,0,0,3,1,2020
09-01-2020,243.6,8,2,33.46,1,0,3,1,2020
09-01-2020,297.9,8,3,14.13,1,0,3,1,2020
09-01-2020,204.3,8,4,37.75,0,0,3,1,2020
09-01-2020,171.2,8,5,65.97,0,0,3,1,2020
09-01-2020,246.2,9,1,43.25,1,0,3,1,2020
09-01-2020,232.5,9,2,23.52,0,0,3,1,2020
09-01-2020,199.0,9,3,43.23,0,0,3,1,2020
09-01-2020,245.1,9,4,31.58,1,0,3,1,2020
09-01-2020,156.2,9,5,98,1,0,3,1,2020
09-01-2020,190.1,10,1,51.26,0,0,3,1,2020
09-01-2020,181.0,10,2,87.28,1,0,3,1,2020
09-01-2020,155.6,10,3,88.06,1,0,3,1,2020
09-01-2020,198.8,10,4,66.44,1,0,3,1,2020
09-01-2020,175.2,10,5,60.84,0,0,3,1,2020
10-01-2020,248.5,1,1,13.92,0,0,4,1,2020
10-01-2020,128.6,1,2,90.31,0,0,4,1,2020
10-01-2020,194.4,1,3,57.62,0,0,4,1,2020
10-01-2020,225.9,1,4,27.37,0,0,4,1,2020
10-01-2020,182.2,1,5,34.23,0,0,4,1,2020
10-01-2020,250.9,2,1,17.6,0,0,4,1,2020
10-01-2020,207.8,2,2,41.98,0,0,4,1,2020
10-01-2020,218.9,2,3,44.43,0,0,4,1,2020
10-01-2020,173.0,2,4,89.72,1,0,4,1,2020
10-01-2020,270.7,2,5,35.14,0,1,4,1,2020
10-01-2020,222.5,3,1,58.42,0,1,4,1,2020
10-01-2020,216.7,3,2,24.4,0,0,4,1,2020
10-01-2020,142.8,3,3,87.23,0,0,4,1,2020
10-01-2020,248.8,3,4,12.07,0,0,4,1,2020
